date_range,brand,units_sold,sales_exgst,product_cost,product_margin
29/06/2020,Nexgard Spectra,1880,132830.696,"$123,367.92","$9,462.78"
29/06/2020,Advocate,740,41826.664,"$34,784.15","$7,042.51"
29/06/2020,Bravecto,615,32353.048,"$23,208.49","$9,144.56"
29/06/2020,NexGard,305,17100.64,"$13,433.23","$3,667.41"
29/06/2020,Sentinel,181,13759.08,"$11,166.02","$2,593.06"
29/06/2020,Revolution,270,13022.616,"$9,443.08","$3,579.54"
29/06/2020,Milbemax,424,6892.088,"$5,021.07","$1,871.02"
29/06/2020,Interceptor,143,5815.84,"$4,960.40",$855.44
29/06/2020,Drontal,248,5193.536,"$3,957.88","$1,235.66"
29/06/2020,Comfortis Plus,73,5001.72,"$4,277.76",$723.96
29/06/2020,The Big 5,61,4121.008,"$3,460.35",$660.66
29/06/2020,Simparica,114,4069.504,"$3,097.75",$971.76
29/06/2020,Revolution Plus,81,3769.632,"$2,712.06","$1,057.57"
29/06/2020,Advantage,71,3410.584,"$2,726.95",$683.63
29/06/2020,Frontline,57,2568.168,"$1,880.87",$687.30
29/06/2020,Heartgard,78,2225.584,"$2,057.97",$167.62
29/06/2020,Seresto,69,1928.288,"$1,579.44",$348.84
29/06/2020,Comfortis,42,1843.152,"$1,516.47",$326.68
29/06/2020,Paragard,97,1415.184,"$1,062.81",$352.37
29/06/2020,Advantix,27,1231.96,$977.78,$254.18
29/06/2020,Profender,48,793.928,$491.64,$302.29
29/06/2020,Aristopet,59,587.696,$446.88,$140.82
29/06/2020,Ranvet,6,514.912,$437.51,$77.40
29/06/2020,Cazitel,27,488.288,$296.67,$191.62
29/06/2020,Fidos,18,414.048,$243.11,$170.94
29/06/2020,Activyl,8,370.04,$324.11,$45.94
29/06/2020,Endogard,26,353.88,$251.86,$102.03
29/06/2020,Valuheart,34,296,$251.67,$44.33
29/06/2020,Nuheart,14,197.584,$150.22,$47.36
29/06/2020,kiltix,14,170.952,$121.50,$49.45
29/06/2020,Capstar,7,125.544,$91.39,$34.15
29/06/2020,Troy,7,71.224,$30.70,$40.52
29/06/2020,Canimax,3,64.624,$49.16,$15.46
29/06/2020,Omega Magic,3,38.288,$32.54,$5.75
29/06/2020,Tick Twister,3,19.64,$16.70,$2.94
29/06/2020,Amazonia,1,13.456,$8.29,$5.17
06/07/2020,Nexgard Spectra,2336,163353.536,"$149,398.24","$13,955.29"
06/07/2020,Advocate,1062,62301.048,"$50,652.83","$11,648.22"
06/07/2020,Bravecto,911,46919.656,"$33,230.78","$13,688.87"
06/07/2020,NexGard,451,25443.568,"$19,899.68","$5,543.89"
06/07/2020,Revolution,409,20102.888,"$14,355.11","$5,747.77"
06/07/2020,Sentinel,230,18068.232,"$14,348.69","$3,719.54"
06/07/2020,Milbemax,531,10027.728,"$7,109.88","$2,917.85"
06/07/2020,Comfortis Plus,102,7937.48,"$6,834.90","$1,102.58"
06/07/2020,Drontal,320,7302.392,"$5,607.72","$1,694.67"
06/07/2020,Interceptor,185,7188.824,"$6,127.20","$1,061.62"
06/07/2020,Simparica,127,5307,"$3,948.58","$1,358.42"
06/07/2020,The Big 5,74,5086.008,"$4,266.64",$819.37
06/07/2020,Revolution Plus,107,5028.888,"$3,571.68","$1,457.21"
06/07/2020,Advantage,107,4806.144,"$3,833.69",$972.46
06/07/2020,Frontline,97,4612.528,"$3,245.77","$1,366.76"
06/07/2020,Comfortis,59,2848.4,"$2,401.55",$446.85
06/07/2020,Heartgard,97,2744.688,"$2,542.85",$201.84
06/07/2020,Seresto,95,2671.608,"$2,174.60",$497.01
06/07/2020,Paragard,148,2123,"$1,592.37",$530.63
06/07/2020,Advantix,42,1850.536,"$1,469.28",$381.26
06/07/2020,Profender,92,1529.152,$942.31,$586.84
06/07/2020,Aristopet,116,1080.2,$821.81,$258.39
06/07/2020,Ranvet,12,1035.464,$879.91,$155.55
06/07/2020,Cazitel,44,805.952,$490.70,$315.26
06/07/2020,Endogard,39,533.64,$402.34,$131.30
06/07/2020,Activyl,10,462.144,$406.64,$55.50
06/07/2020,Fidos,13,410.92,$227.09,$183.83
06/07/2020,Valuheart,43,374.024,$317.92,$56.11
06/07/2020,kiltix,24,293.064,$208.28,$84.78
06/07/2020,Troy,17,172.968,$74.56,$98.41
06/07/2020,Omega Magic,10,135.88,$108.46,$27.42
06/07/2020,Nuheart,10,135.368,$102.07,$33.30
06/07/2020,Capstar,7,125.544,$91.39,$34.15
06/07/2020,Canimax,4,86.168,$65.55,$20.62
06/07/2020,Amazonia,4,53.816,$33.15,$20.67
06/07/2020,Tick Twister,4,26.184,$22.27,$3.91
13/07/2020,Nexgard Spectra,2728,192504.608,"$172,123.33","$20,381.28"
13/07/2020,Advocate,1277,75670.456,"$60,886.92","$14,783.54"
13/07/2020,Bravecto,1104,59749.44,"$42,163.83","$17,585.62"
13/07/2020,NexGard,515,29090.736,"$22,940.46","$6,150.27"
13/07/2020,Revolution,479,23845.992,"$17,047.23","$6,798.77"
13/07/2020,Sentinel,300,21052.976,"$17,126.98","$3,925.99"
13/07/2020,Milbemax,653,11773.48,"$8,852.28","$2,921.20"
13/07/2020,Drontal,395,8508.84,"$6,624.73","$1,884.11"
13/07/2020,Interceptor,204,8179.76,"$6,964.88","$1,214.88"
13/07/2020,Comfortis Plus,97,7044.56,"$6,035.94","$1,008.63"
13/07/2020,The Big 5,96,6451.664,"$5,413.96","$1,037.71"
13/07/2020,Simparica,162,6235.592,"$4,691.95","$1,543.64"
13/07/2020,Advantage,139,6219.128,"$4,984.63","$1,234.50"
13/07/2020,Revolution Plus,102,4742.656,"$3,398.60","$1,344.06"
13/07/2020,Seresto,171,4610.576,"$3,914.28",$696.30
13/07/2020,Frontline,98,4277.56,"$3,198.12","$1,079.44"
13/07/2020,Heartgard,128,3590.48,"$3,327.15",$263.33
13/07/2020,Comfortis,64,2818.44,"$2,344.54",$473.90
13/07/2020,Advantix,56,2511.016,"$1,993.61",$517.41
13/07/2020,Paragard,151,2149.632,"$1,616.75",$532.88
13/07/2020,Profender,117,1957.032,"$1,198.37",$758.66
13/07/2020,Ranvet,17,1389.32,"$1,180.59",$208.73
13/07/2020,Aristopet,112,1071.52,$813.23,$258.29
13/07/2020,Endogard,65,902.104,$675.38,$226.72
13/07/2020,Cazitel,46,852.2,$522.33,$329.87
13/07/2020,Fidos,32,818.352,$442.54,$375.81
13/07/2020,Activyl,15,705.6,$617.99,$87.61
13/07/2020,Valuheart,66,576.696,$490.29,$86.41
13/07/2020,kiltix,29,354.12,$251.68,$102.44
13/07/2020,Omega Magic,24,333.816,$260.30,$73.51
13/07/2020,Capstar,16,286.952,$208.90,$78.06
13/07/2020,Troy,21,213.52,$92.11,$121.41
13/07/2020,Canimax,5,107.712,$81.94,$25.77
13/07/2020,Nuheart,5,66.304,$49.77,$16.54
13/07/2020,Tick Twister,9,58.912,$50.11,$8.80
20/07/2020,Nexgard Spectra,2548,177410.104,"$130,327.85","$47,082.26"
20/07/2020,Advocate,1064,61073.368,"$49,735.80","$11,337.57"
20/07/2020,Bravecto,863,46513.928,"$34,091.87","$12,422.06"
20/07/2020,NexGard,455,25415.904,"$20,088.00","$5,327.91"
20/07/2020,Sentinel,291,21903.752,"$18,111.60","$3,792.16"
20/07/2020,Revolution,429,21648.264,"$15,858.18","$5,790.09"
20/07/2020,Milbemax,585,9552.352,"$7,735.15","$1,817.20"
20/07/2020,Drontal,419,9086.16,"$6,966.23","$2,119.93"
20/07/2020,Interceptor,170,6901.464,"$5,847.64","$1,053.82"
20/07/2020,Revolution Plus,140,6413.872,"$4,703.48","$1,710.40"
20/07/2020,Comfortis Plus,84,6280.296,"$5,385.45",$894.85
20/07/2020,The Big 5,94,6278.2,"$5,198.41","$1,079.79"
20/07/2020,Simparica,147,5666.12,"$4,350.90","$1,315.22"
20/07/2020,Frontline,95,3844.92,"$3,000.94",$843.98
20/07/2020,Advantage,73,3149.568,"$2,522.72",$626.84
20/07/2020,Heartgard,106,3108.648,"$2,795.70",$312.95
20/07/2020,Comfortis,52,2763.448,"$2,204.76",$558.68
20/07/2020,Advantix,49,2301.368,"$1,826.62",$474.75
20/07/2020,Seresto,82,2251.448,"$1,877.02",$374.43
20/07/2020,Paragard,144,2029.792,"$1,525.61",$504.18
20/07/2020,Profender,104,1721.656,"$1,065.22",$656.44
20/07/2020,Bravecto Plus,63,1371.032,$918.38,$452.65
20/07/2020,Ranvet,15,1195.168,"$1,015.57",$179.60
20/07/2020,Aristopet,106,1029.88,$780.73,$249.16
20/07/2020,Endogard,44,979.512,$768.85,$210.66
20/07/2020,Activyl,18,824.144,$718.89,$105.26
20/07/2020,Cazitel,38,688.592,$430.68,$257.91
20/07/2020,Fidos,16,414.776,$227.34,$187.44
20/07/2020,kiltix,33,402.52,$286.39,$116.13
20/07/2020,Valuheart,34,310.84,$264.24,$46.60
20/07/2020,Capstar,12,215.216,$156.67,$58.54
20/07/2020,Omega Magic,10,133.136,$108.46,$24.68
20/07/2020,Canimax,6,129.248,$98.33,$30.92
20/07/2020,Nuheart,8,110.728,$83.64,$27.09
20/07/2020,Troy,8,81.336,$35.09,$46.25
20/07/2020,Amazonia,5,67.272,$41.44,$25.83
20/07/2020,Tick Twister,1,6.544,$5.57,$0.98
27/07/2020,Nexgard Spectra,3344,229467.688,"$169,589.16","$59,878.53"
27/07/2020,Advocate,1401,77435.808,"$64,069.75","$13,366.06"
27/07/2020,Bravecto,1030,56421.816,"$44,859.48","$11,562.34"
27/07/2020,NexGard,455,25033.048,"$20,131.13","$4,901.92"
27/07/2020,Revolution,467,23826.968,"$17,490.60","$6,336.37"
27/07/2020,Sentinel,309,22049.824,"$18,133.41","$3,916.42"
27/07/2020,Milbemax,711,10172.256,"$9,105.91","$1,066.35"
27/07/2020,Drontal,450,9706.568,"$7,536.66","$2,169.91"
27/07/2020,Comfortis Plus,123,9213.896,"$7,919.84","$1,294.06"
27/07/2020,Interceptor,221,9077.136,"$7,734.80","$1,342.33"
27/07/2020,Revolution Plus,167,7903.816,"$5,956.21","$1,947.61"
27/07/2020,Simparica,146,5897.008,"$4,440.46","$1,456.55"
27/07/2020,The Big 5,75,5313.512,"$4,281.50","$1,032.01"
27/07/2020,Comfortis,73,4157.944,"$3,278.55",$879.39
27/07/2020,Frontline,107,4146.736,"$3,228.22",$918.51
27/07/2020,Advantage,85,3707.152,"$2,962.87",$744.28
27/07/2020,Advantix,71,3136.168,"$2,587.88",$548.29
27/07/2020,Seresto,98,3081.536,"$2,243.27",$838.27
27/07/2020,Heartgard,86,2554.304,"$2,259.01",$295.29
27/07/2020,Paragard,121,1780.224,"$1,342.12",$438.11
27/07/2020,Profender,96,1605.904,$983.28,$622.62
27/07/2020,Aristopet,128,1246.92,$946.70,$300.22
27/07/2020,Cazitel,59,1090.176,$684.50,$405.68
27/07/2020,Ranvet,13,947.576,$805.24,$142.34
27/07/2020,Bravecto Plus,49,942.224,$714.30,$227.93
27/07/2020,Endogard,50,677.384,$508.49,$168.90
27/07/2020,Fidos,28,676.16,$366.40,$309.76
27/07/2020,Activyl,14,634.76,$555.99,$78.78
27/07/2020,Valuheart,65,578.648,$491.94,$86.71
27/07/2020,Capstar,14,244.48,$182.78,$61.70
27/07/2020,kiltix,18,217.832,$156.21,$61.62
27/07/2020,Nuheart,15,214.256,$164.70,$49.55
27/07/2020,Troy,14,142.344,$61.40,$80.94
27/07/2020,Omega Magic,9,131.368,$97.61,$33.75
27/07/2020,Canimax,4,86.168,$65.55,$20.62
27/07/2020,Tick Twister,6,55.464,$33.41,$22.06
03/08/2020,Nexgard Spectra,3223,225753.744,"$167,342.38","$58,411.36"
03/08/2020,Advocate,1361,78821.696,"$65,467.60","$13,354.09"
03/08/2020,Bravecto,1207,58314.56,"$48,879.10","$9,435.46"
03/08/2020,Sentinel,322,24085.16,"$19,937.88","$4,147.28"
03/08/2020,Revolution,475,23734.496,"$17,383.60","$6,350.90"
03/08/2020,NexGard,419,23178.704,"$18,467.40","$4,711.31"
03/08/2020,Milbemax,710,11082.304,"$9,462.63","$1,619.67"
03/08/2020,Interceptor,242,10020,"$8,544.32","$1,475.68"
03/08/2020,Drontal,450,9667.216,"$7,351.65","$2,315.57"
03/08/2020,Comfortis Plus,102,7372.576,"$6,331.85","$1,040.72"
03/08/2020,Simparica,210,7322.024,"$5,416.64","$1,905.38"
03/08/2020,Revolution Plus,132,6210.456,"$4,577.07","$1,633.38"
03/08/2020,Advantage,112,5248.032,"$4,185.25","$1,062.79"
03/08/2020,The Big 5,75,5206,"$4,364.71",$841.29
03/08/2020,Frontline,106,4240.72,"$3,299.81",$940.91
03/08/2020,Comfortis,76,3866.392,"$3,006.48",$859.92
03/08/2020,Advantix,78,3454.36,"$2,900.61",$553.75
03/08/2020,Seresto,88,2838.768,"$2,014.36",$824.40
03/08/2020,Heartgard,94,2761.336,"$2,466.28",$295.06
03/08/2020,Paragard,165,2459.536,"$1,799.15",$660.38
03/08/2020,Profender,104,1700.744,"$1,065.22",$635.52
03/08/2020,Bravecto Plus,82,1576.784,"$1,195.36",$381.43
03/08/2020,Aristopet,129,1289.184,$979.03,$310.15
03/08/2020,Activyl,22,993.384,$870.10,$123.28
03/08/2020,Ranvet,12,879.968,$747.75,$132.21
03/08/2020,Valuheart,68,600.12,$510.14,$89.98
03/08/2020,Cazitel,31,554.728,$346.47,$208.26
03/08/2020,Fidos,22,522.08,$290.73,$231.35
03/08/2020,Endogard,37,495.472,$367.87,$127.60
03/08/2020,kiltix,26,315.08,$225.64,$89.44
03/08/2020,Nuheart,20,275.856,$210.77,$65.08
03/08/2020,Capstar,12,215.216,$156.67,$58.54
03/08/2020,Troy,21,213.512,$92.11,$121.41
03/08/2020,Omega Magic,15,207.952,$162.69,$45.26
03/08/2020,Amazonia,4,53.816,$33.15,$20.67
03/08/2020,Canimax,1,21.544,$16.39,$5.16
03/08/2020,Tick Twister,3,19.64,$16.70,$2.94
10/08/2020,Nexgard Spectra,3607,249708.264,"$185,268.13","$64,440.14"
10/08/2020,Bravecto,1211,64781.56,"$51,905.27","$12,876.29"
10/08/2020,Advocate,1144,63089.504,"$51,543.18","$11,546.33"
10/08/2020,Revolution,516,25837.456,"$18,925.20","$6,912.26"
10/08/2020,NexGard,423,23520.136,"$18,605.34","$4,914.79"
10/08/2020,Sentinel,297,21419.032,"$16,736.01","$4,683.03"
10/08/2020,Milbemax,753,11716.776,"$9,503.90","$2,212.88"
10/08/2020,Drontal,486,11363.816,"$8,682.86","$2,680.96"
10/08/2020,Revolution Plus,172,8072.32,"$5,981.98","$2,090.34"
10/08/2020,Interceptor,183,7246.232,"$5,903.46","$1,342.77"
10/08/2020,The Big 5,106,6823.96,"$5,486.87","$1,337.09"
10/08/2020,Comfortis Plus,86,6644.52,"$5,466.67","$1,177.85"
10/08/2020,Simparica,164,6608.032,"$4,883.17","$1,724.87"
10/08/2020,Frontline,130,5217.264,"$4,068.68","$1,148.59"
10/08/2020,Advantage,110,4992.136,"$3,963.29","$1,028.85"
10/08/2020,Seresto,109,3512.104,"$2,495.06","$1,017.04"
10/08/2020,Comfortis,63,3240.656,"$2,481.11",$759.55
10/08/2020,Advantix,67,2994.04,"$2,518.21",$475.83
10/08/2020,Heartgard,78,2398.68,"$2,051.13",$347.55
10/08/2020,Paragard,150,2253.4,"$1,631.49",$621.91
10/08/2020,Ranvet,19,1683.376,"$1,430.47",$252.91
10/08/2020,Bravecto Plus,87,1672.928,"$1,268.24",$404.69
10/08/2020,Profender,99,1590.368,"$1,014.01",$576.36
10/08/2020,Aristopet,107,1075.656,$828.54,$247.12
10/08/2020,Cazitel,52,951.944,$596.80,$355.14
10/08/2020,Endogard,54,742.576,$548.71,$193.87
10/08/2020,Activyl,16,721.528,$631.89,$89.64
10/08/2020,Valuheart,83,719.768,$611.88,$107.89
10/08/2020,Fidos,29,687.224,$407.79,$279.44
10/08/2020,kiltix,19,231.568,$164.89,$66.68
10/08/2020,Nuheart,12,168.264,$128.10,$40.17
10/08/2020,Capstar,9,161.408,$112.81,$48.60
10/08/2020,Troy,9,91.504,$39.47,$52.03
10/08/2020,Tick Twister,9,58.912,$50.11,$8.80
10/08/2020,Omega Magic,4,56.552,$43.38,$13.17
10/08/2020,Canimax,2,44.424,$32.78,$11.65
10/08/2020,Amazonia,2,26.912,$16.58,$10.34
17/08/2020,Nexgard Spectra,3578,249962.336,"$186,802.04","$63,160.29"
17/08/2020,Bravecto,1130,61035.168,"$47,148.96","$13,886.21"
17/08/2020,Advocate,897,52471.816,"$42,719.34","$9,752.47"
17/08/2020,Revolution,523,25708.376,"$18,842.64","$6,865.74"
17/08/2020,NexGard,465,25606.6,"$20,550.31","$5,056.29"
17/08/2020,Sentinel,282,21044.344,"$16,560.44","$4,483.90"
17/08/2020,Milbemax,640,10168.96,"$7,674.64","$2,494.32"
17/08/2020,Revolution Plus,200,9517.696,"$7,162.58","$2,355.11"
17/08/2020,Interceptor,203,8656.12,"$7,046.48","$1,609.64"
17/08/2020,The Big 5,113,7695.904,"$6,167.86","$1,528.04"
17/08/2020,Simparica,159,6888.32,"$5,056.62","$1,831.70"
17/08/2020,Drontal,286,5637.088,"$4,235.71","$1,401.38"
17/08/2020,Comfortis Plus,70,5231.312,"$4,211.76","$1,019.55"
17/08/2020,Frontline,107,4486.512,"$3,488.83",$997.68
17/08/2020,Advantage,96,4021.712,"$3,197.23",$824.48
17/08/2020,Comfortis,69,3369.808,"$2,716.74",$653.06
17/08/2020,Advantix,63,2808.92,"$2,361.26",$447.66
17/08/2020,Seresto,82,2650.24,"$1,877.02",$773.22
17/08/2020,Heartgard,77,2439.48,"$2,053.54",$385.94
17/08/2020,Paragard,159,2131.752,"$1,731.02",$400.74
17/08/2020,Ranvet,21,1778.88,"$1,511.70",$267.18
17/08/2020,Profender,98,1571.288,"$1,003.77",$567.52
17/08/2020,Bravecto Plus,79,1519.096,"$1,151.62",$367.47
17/08/2020,Aristopet,97,905.016,$712.99,$192.03
17/08/2020,Cazitel,45,765.096,$528.23,$236.86
17/08/2020,Endogard,53,725.48,$544.70,$180.78
17/08/2020,Valuheart,75,675.92,$574.66,$101.26
17/08/2020,Activyl,10,471.416,$409.96,$61.46
17/08/2020,Capstar,20,358.688,$249.39,$109.30
17/08/2020,kiltix,26,321.712,$225.64,$96.07
17/08/2020,Fidos,10,291.88,$173.00,$118.88
17/08/2020,Omega Magic,13,185.168,$141.00,$44.17
17/08/2020,Canimax,6,133.68,$98.33,$35.35
17/08/2020,Troy,13,132.176,$57.02,$75.16
17/08/2020,Nuheart,9,125.8,$95.39,$30.41
17/08/2020,Tick Twister,15,98.184,$83.51,$14.67
17/08/2020,Amazonia,4,53.816,$33.15,$20.67
24/08/2020,Nexgard Spectra,4055,271763.072,"$205,177.47","$66,585.60"
24/08/2020,Advocate,1463,81911.768,"$67,528.44","$14,383.33"
24/08/2020,Bravecto,1457,79090.976,"$61,441.60","$17,649.37"
24/08/2020,Sentinel,520,33966.592,"$26,826.77","$7,139.82"
24/08/2020,Revolution,603,29389.648,"$22,221.13","$7,168.51"
24/08/2020,NexGard,596,28876.912,"$25,838.73","$3,038.19"
24/08/2020,Milbemax,872,15240.584,"$11,190.92","$4,049.66"
24/08/2020,Interceptor,293,11580.04,"$9,623.36","$1,956.68"
24/08/2020,Drontal,493,10493.88,"$8,267.36","$2,226.53"
24/08/2020,Revolution Plus,225,10181.264,"$7,797.06","$2,384.21"
24/08/2020,Simparica,204,8342.664,"$6,158.10","$2,184.57"
24/08/2020,The Big 5,125,8286.744,"$6,641.93","$1,644.82"
24/08/2020,Comfortis Plus,84,6702.656,"$5,279.52","$1,423.14"
24/08/2020,Frontline,139,5889.12,"$4,630.39","$1,258.73"
24/08/2020,Advantix,184,5283.664,"$6,861.08","-$1,577.42"
24/08/2020,Seresto,146,4523.8,"$3,342.01","$1,181.79"
24/08/2020,Advantage,91,3798.432,"$3,057.37",$741.07
24/08/2020,Bravecto Plus,177,3415.224,"$2,580.22",$835.01
24/08/2020,Comfortis,68,3042,"$2,490.24",$551.76
24/08/2020,Heartgard,73,2374.704,"$1,984.61",$390.09
24/08/2020,Paragard,168,2265.816,"$1,841.38",$424.44
24/08/2020,Profender,137,2125.728,"$1,403.22",$722.51
24/08/2020,Ranvet,18,1190.664,"$1,011.73",$178.93
24/08/2020,Aristopet,112,1126.192,$882.54,$243.65
24/08/2020,Cazitel,60,1030.064,$678.81,$351.25
24/08/2020,Endogard,55,754.096,$564.30,$189.80
24/08/2020,Activyl,16,745.088,$652.59,$92.50
24/08/2020,Valuheart,62,549.76,$467.38,$82.38
24/08/2020,Fidos,17,374.048,$228.47,$145.58
24/08/2020,kiltix,24,292.008,$208.28,$83.72
24/08/2020,Capstar,10,175.76,$124.70,$51.07
24/08/2020,Nuheart,10,139.904,$105.56,$34.34
24/08/2020,Omega Magic,10,135.88,$108.46,$27.42
24/08/2020,Troy,9,91.504,$39.47,$52.03
24/08/2020,Tick Twister,11,72,$61.24,$10.76
24/08/2020,Canimax,3,68.64,$49.16,$19.48
24/08/2020,Amazonia,1,13.456,$8.29,$5.17
31/08/2020,Nexgard Spectra,3381,223667.056,"$173,175.66","$50,491.40"
31/08/2020,Advocate,1144,66085.272,"$53,880.06","$12,205.21"
31/08/2020,Bravecto,1161,63059.544,"$47,628.82","$15,430.73"
31/08/2020,Sentinel,409,26395.608,"$19,939.78","$6,455.82"
31/08/2020,Revolution,479,23454.184,"$17,182.34","$6,271.84"
31/08/2020,NexGard,424,22472.92,"$14,882.29","$7,590.63"
31/08/2020,Milbemax,680,12027.08,"$8,706.49","$3,320.59"
31/08/2020,Revolution Plus,194,9155.344,"$6,751.57","$2,403.78"
31/08/2020,Interceptor,217,8358.92,"$6,560.28","$1,798.64"
31/08/2020,Drontal,384,7815.304,"$6,359.52","$1,455.78"
31/08/2020,The Big 5,101,7178.904,"$5,567.58","$1,611.33"
31/08/2020,Simparica,159,6418.288,"$4,540.87","$1,877.42"
31/08/2020,Comfortis Plus,87,6135.168,"$4,837.88","$1,297.29"
31/08/2020,Frontline,123,4690.448,"$3,653.69","$1,036.76"
31/08/2020,Seresto,152,4415.92,"$3,479.36",$936.56
31/08/2020,Advantage,87,3590.256,"$2,958.64",$631.62
31/08/2020,Comfortis,75,3307.68,"$2,598.71",$708.97
31/08/2020,Advantix,71,3020.096,"$2,562.17",$457.92
31/08/2020,Heartgard,93,2937.304,"$2,459.20",$478.10
31/08/2020,Bravecto Plus,129,2494.624,"$1,880.50",$614.13
31/08/2020,Paragard,150,2003.48,"$1,638.12",$365.36
31/08/2020,Profender,114,1607.536,"$1,167.65",$439.89
31/08/2020,Ranvet,13,1040.232,$883.94,$156.29
31/08/2020,Endogard,63,853.344,$676.34,$177.01
31/08/2020,Aristopet,77,743,$579.34,$163.66
31/08/2020,Activyl,16,735.056,$642.35,$92.71
31/08/2020,Cazitel,38,684.216,$427.79,$256.43
31/08/2020,Fidos,23,534.944,$326.44,$208.50
31/08/2020,Valuheart,41,365,$310.29,$54.71
31/08/2020,kiltix,23,276,$199.61,$76.39
31/08/2020,Capstar,18,258.28,$214.52,$43.76
31/08/2020,Omega Magic,13,171.424,$141.00,$30.43
31/08/2020,Troy,15,152.512,$65.79,$86.72
31/08/2020,Nuheart,9,119.4,$100.25,$19.15
31/08/2020,Canimax,2,45.76,$32.78,$12.98
31/08/2020,Tick Twister,5,32.728,$27.84,$4.89
07/09/2020,Nexgard Spectra,3112,214142.664,"$139,881.65","$74,261.01"
07/09/2020,Advocate,1207,70606.192,"$57,625.95","$12,980.25"
07/09/2020,Bravecto,1076,58046.576,"$43,546.55","$14,500.02"
07/09/2020,Sentinel,340,21855.416,"$15,869.04","$5,986.38"
07/09/2020,NexGard,396,21442.144,"$13,865.80","$7,576.34"
07/09/2020,Revolution,417,20938.184,"$15,324.44","$5,613.75"
07/09/2020,Milbemax,625,10295.08,"$7,155.13","$3,139.95"
07/09/2020,Drontal,410,8434.904,"$6,650.08","$1,784.83"
07/09/2020,Simparica,174,7138.6,"$5,257.08","$1,881.52"
07/09/2020,Interceptor,173,6912.888,"$5,326.27","$1,586.62"
07/09/2020,Revolution Plus,146,6904.792,"$5,065.46","$1,839.33"
07/09/2020,The Big 5,101,6753.448,"$5,139.01","$1,614.44"
07/09/2020,Comfortis Plus,84,6174.656,"$4,691.41","$1,483.24"
07/09/2020,Frontline,113,4750.328,"$3,649.98","$1,100.35"
07/09/2020,Advantix,89,3961.88,"$3,201.97",$759.91
07/09/2020,Advantage,84,3579.416,"$2,863.45",$715.96
07/09/2020,Comfortis,67,3029.12,"$2,371.97",$657.15
07/09/2020,Bravecto Plus,148,2847,"$2,157.47",$689.53
07/09/2020,Seresto,88,2766.544,"$2,014.36",$752.18
07/09/2020,Heartgard,73,2184.592,"$1,875.65",$308.94
07/09/2020,Paragard,148,2060.84,"$1,581.28",$479.56
07/09/2020,Ranvet,19,1571.4,"$1,335.38",$236.02
07/09/2020,Profender,85,1357.16,$870.61,$486.55
07/09/2020,Endogard,88,1203.776,$896.82,$306.96
07/09/2020,Aristopet,106,1038,$802.77,$235.23
07/09/2020,Activyl,20,917.384,$802.06,$115.32
07/09/2020,Cazitel,38,671.104,$418.23,$252.88
07/09/2020,Fidos,22,601.36,$358.71,$242.65
07/09/2020,Valuheart,46,401.336,$341.19,$60.15
07/09/2020,Nuheart,23,308.768,$255.94,$52.82
07/09/2020,kiltix,24,290.952,$208.28,$82.67
07/09/2020,Capstar,11,193.696,$130.34,$63.36
07/09/2020,Omega Magic,13,190.672,$141.00,$49.67
07/09/2020,Troy,12,122.008,$52.63,$69.38
07/09/2020,Canimax,5,114.4,$81.94,$32.46
07/09/2020,Milpro,5,86,$97.58,-$11.58
07/09/2020,Tick Twister,12,78.544,$66.81,$11.73
07/09/2020,Amazonia,2,26.912,$16.58,$10.34
14/09/2020,Nexgard Spectra,3638,243458.36,"$148,883.88","$94,574.48"
14/09/2020,Advocate,1280,76990.736,"$62,856.69","$14,134.04"
14/09/2020,Bravecto,1106,61026.36,"$45,731.11","$15,295.26"
14/09/2020,Revolution,705,30748.704,"$26,330.20","$4,418.50"
14/09/2020,NexGard,532,28655.032,"$18,651.43","$10,003.60"
14/09/2020,Sentinel,372,23102.768,"$17,817.08","$5,285.69"
14/09/2020,Milbemax,780,11704.096,"$9,483.12","$2,220.98"
14/09/2020,Simparica,223,9093.968,"$6,677.02","$2,416.95"
14/09/2020,Revolution Plus,190,8852.688,"$6,519.76","$2,332.93"
14/09/2020,Interceptor,195,8112.04,"$6,277.67","$1,834.37"
14/09/2020,Drontal,360,7751.64,"$6,035.26","$1,716.38"
14/09/2020,Comfortis Plus,101,7343.32,"$5,664.98","$1,678.34"
14/09/2020,The Big 5,105,6922.872,"$5,400.84","$1,522.03"
14/09/2020,Bravecto Plus,289,5653.32,"$4,212.90","$1,440.42"
14/09/2020,Advantage,103,4838.304,"$3,837.39","$1,000.91"
14/09/2020,Frontline,108,4211.888,"$3,271.47",$940.42
14/09/2020,Seresto,118,3776.04,"$2,701.08","$1,074.96"
14/09/2020,Comfortis,84,3765.152,"$2,876.14",$889.02
14/09/2020,Advantix,81,3711.32,"$2,961.16",$750.16
14/09/2020,Heartgard,93,2858.296,"$2,473.93",$384.37
14/09/2020,Paragard,148,2150.272,"$1,600.66",$549.61
14/09/2020,Profender,101,1659.144,"$1,034.49",$624.65
14/09/2020,Ranvet,18,1627.664,"$1,383.14",$244.53
14/09/2020,Aristopet,144,1473.616,"$1,133.07",$340.55
14/09/2020,Activyl,26,1238.184,"$1,078.74",$159.45
14/09/2020,Cazitel,41,764.688,$480.85,$283.83
14/09/2020,Valuheart,83,722.384,$614.12,$108.27
14/09/2020,Endogard,51,718.824,$527.11,$191.71
